MID,arv_date,arv_yr,routeID,shipID,q_psgrs,avg_crss
731,11/24/1891,1891,83,1,208,6
42057,10/1/1891,1891,83,1,356,6
653,1/20/1892,1892,83,1,113,6
60229,6/24/1892,1892,83,1,37,6
60269,8/3/1892,1892,83,1,1,6
82061,3/16/1892,1892,95,1,39,6
82711,12/4/1895,1895,85,1,42,5
43921,3/2/1896,1896,140,1,41,5
44003,4/30/1896,1896,140,1,1,5
44087,6/17/1896,1896,140,1,40,5
44190,8/7/1896,1896,140,1,25,5
44442,1/22/1897,1897,140,1,14,5
961,7/16/1892,1892,83,2,119,6
42719,6/23/1893,1893,83,2,106,6
3376,2/3/1849,1849,60,3,2,13
3388,2/6/1849,1849,104,4,5,13
36535,4/12/1882,1882,83,4,27,7
36637,5/23/1882,1882,83,4,11,7
36722,7/5/1882,1882,83,4,19,7
766,7/29/1892,1892,83,4,61,6
3447,3/20/1849,1849,112,5,1,13
7481,7/7/1853,1853,112,5,1,12
8721,9/17/1856,1856,112,5,2,11
8967,6/29/1857,1857,112,5,3,11
9702,11/21/1860,1860,112,5,1,10
3456,3/31/1849,1849,104,6,2,13
7214,9/30/1852,1852,112,6,2,12
6431,4/17/1850,1850,83,7,1,12
6445,7/10/1850,1850,83,8,9,12
7306,9/24/1852,1852,83,8,1,12
8018,8/3/1852,1852,21,8,4,12
8415,5/10/1855,1855,30,8,1,11
8711,8/28/1856,1856,30,8,1,11
18424,10/13/1857,1857,20,8,1,11
18472,5/20/1858,1858,20,8,1,11
10402,1/4/1865,1865,21,8,1,9
30262,10/22/1866,1866,21,8,4,9
33091,9/1/1873,1873,30,8,1,8
33532,8/13/1874,1874,28,8,1,8
33679,11/23/1874,1874,30,8,1,8
33971,11/29/1875,1875,21,8,16,7
34248,11/18/1876,1876,21,8,59,7
34284,1/11/1877,1877,21,8,1,7
34554,8/22/1877,1877,21,8,1,7
15815,8/12/1880,1880,19,8,2,7
15818,9/23/1880,1880,19,8,24,7
15822,11/2/1880,1880,19,8,4,7
15835,2/4/1881,1881,19,8,1,7
15843,4/1/1881,1881,19,8,2,7
15853,5/13/1881,1881,19,8,36,7
15877,8/11/1881,1881,19,8,3,7
15887,9/21/1881,1881,19,8,2,7
15898,11/5/1881,1881,19,8,5,7
36152,7/18/1881,1881,6,8,1,7
15910,3/13/1882,1882,19,8,3,7
15923,5/31/1882,1882,19,8,46,7
15950,11/19/1882,1882,19,8,3,7
15978,6/20/1883,1883,19,8,2,7
16015,9/26/1883,1883,19,8,1,7
16026,12/21/1883,1883,19,8,2,7
37309,5/7/1883,1883,21,8,7,7
16034,8/21/1884,1884,19,8,2,7
16040,10/1/1884,1884,19,8,2,7
16046,11/15/1884,1884,19,8,20,7
16050,1/2/1885,1885,19,8,2,7
16053,2/20/1885,1885,19,8,52,7
16064,8/19/1885,1885,19,8,18,7
38168,5/15/1885,1885,21,8,48,7
38542,2/15/1886,1886,21,8,5,7
38677,5/29/1886,1886,21,8,28,7
38737,7/7/1886,1886,21,8,2,7
38873,9/29/1886,1886,21,8,20,7
16116,3/23/1887,1887,19,8,110,7
16123,5/4/1887,1887,19,8,31,7
16131,6/15/1887,1887,19,8,99,7
16159,11/23/1887,1887,19,8,91,7
16166,1/3/1888,1888,19,8,71,6
16173,2/22/1888,1888,19,8,13,6
16179,4/6/1888,1888,19,8,39,6
16202,8/8/1888,1888,19,8,73,6
16208,9/12/1888,1888,19,8,44,6
16215,10/24/1888,1888,19,8,62,6
16221,12/3/1888,1888,19,8,39,6
16232,3/28/1889,1889,19,8,76,6
16239,5/9/1889,1889,19,8,112,6
16250,7/5/1889,1889,19,8,97,6
16256,8/22/1889,1889,19,8,76,6
16263,10/4/1889,1889,19,8,89,6
16270,11/17/1889,1889,19,8,39,6
41205,10/2/1889,1889,21,8,23,6
16278,1/20/1890,1890,19,8,25,6
16282,3/6/1890,1890,19,8,42,6
16327,12/10/1890,1890,19,8,53,6
41416,5/1/1890,1890,21,8,169,6
41498,6/20/1890,1890,21,8,15,6
16332,2/1/1891,1891,19,8,59,6
16339,3/13/1891,1891,19,8,96,6
16349,4/30/1891,1891,19,8,221,6
16369,8/7/1891,1891,19,8,234,6
16387,10/17/1891,1891,19,8,152,6
42233,4/9/1892,1892,21,8,407,6
42295,6/29/1892,1892,21,8,87,6
42328,9/27/1892,1892,21,8,76,6
42339,11/26/1892,1892,21,8,5,6
42455,5/24/1892,1892,21,8,293,6
60007,1/6/1893,1893,21,8,7,6
6476,7/12/1850,1850,135,9,2,12
6489,7/26/1850,1850,95,10,2,12
7219,4/8/1850,1850,95,10,1,12
6492,7/22/1850,1850,95,11,1,12
6669,3/25/1851,1851,95,11,3,12
6499,5/9/1850,1850,83,12,2,12
21454,5/20/1881,1881,111,12,54,7
21473,8/8/1881,1881,111,12,2,7
21508,3/22/1882,1882,105,12,42,7
21521,6/6/1882,1882,105,12,126,7
21530,8/1/1882,1882,105,12,7,7
21540,10/31/1882,1882,105,12,2,7
38271,7/24/1885,1885,112,12,2,7
39210,5/23/1887,1887,104,12,11,7
39318,8/1/1887,1887,104,12,25,7
6535,5/20/1850,1850,95,13,1,12
6539,8/15/1850,1850,95,14,1,12
6542,7/5/1850,1850,83,15,2,12
6818,7/1/1851,1851,83,15,1,12
8601,5/5/1856,1856,83,15,1,11
8687,8/2/1856,1856,83,15,12,11
10258,5/24/1864,1864,21,15,1,10
6549,9/17/1850,1850,6,16,4,12
6569,9/20/1850,1850,104,17,1,12
6612,12/13/1850,1850,21,18,3,12
15052,7/20/1852,1852,19,18,1,12
15084,10/3/1853,1853,19,18,1,12
10414,2/15/1865,1865,83,18,22,9
10504,8/7/1865,1865,21,18,9,9
6636,10/2/1850,1850,95,19,4,12
6658,4/28/1851,1851,95,20,1,12
6714,6/22/1851,1851,83,21,1,12
6722,1/14/1851,1851,95,22,3,12
7201,8/7/1852,1852,95,22,1,12
8980,7/2/1857,1857,112,22,6,11
10640,11/4/1865,1865,112,22,4,9
18867,1/2/1885,1885,5,22,42,7
6770,7/5/1851,1851,95,23,11,12
6794,6/18/1851,1851,95,24,1,12
6808,6/19/1851,1851,21,25,6,12
7838,5/19/1854,1854,21,25,8,12
6902,6/2/1851,1851,95,26,1,12
6938,5/15/1852,1852,83,27,1,12
30166,7/5/1866,1866,83,27,1,9
6940,5/19/1852,1852,112,28,1,12
901089,12/30/1856,1856,104,28,4,11
7038,6/28/1852,1852,83,29,4,12
7065,11/1/1852,1852,21,30,7,12
7116,9/14/1852,1852,21,31,1,12
7133,6/21/1851,1851,95,32,2,12
7136,7/13/1852,1852,83,33,10,12
7168,7/13/1852,1852,83,34,1,12
7178,8/2/1852,1852,112,35,1,12
7294,3/9/1853,1853,112,35,2,12
7195,12/8/1852,1852,83,36,7,12
7477,6/28/1853,1853,83,36,7,12
7216,10/15/1852,1852,95,37,6,12
7221,5/14/1850,1850,83,38,9,12
7222,4/1/1852,1852,21,39,8,12
7233,12/8/1852,1852,21,40,1,12
7239,9/29/1851,1851,104,41,5,12
7246,7/12/1852,1852,21,42,114,12
7315,4/19/1853,1853,112,43,3,12
800035,4/9/1880,1880,104,43,10,7
36454,2/23/1882,1882,110,43,8,7
36696,6/21/1882,1882,110,43,40,7
37113,1/22/1883,1883,110,43,1,7
37786,6/11/1884,1884,110,43,65,7
37862,9/3/1884,1884,110,43,1,7
38189,5/27/1885,1885,110,43,31,7
38239,7/1/1885,1885,110,43,27,7
38290,8/5/1885,1885,110,43,5,7
38341,9/9/1885,1885,110,43,5,7
38473,12/17/1885,1885,104,43,13,7
38645,5/5/1886,1886,110,43,12,7
38749,7/15/1886,1886,110,43,153,7
38807,8/18/1886,1886,110,43,174,7
38863,9/23/1886,1886,110,43,180,7
38919,10/27/1886,1886,110,43,70,7
38964,12/1/1886,1886,110,43,151,7
39214,6/9/1886,1886,110,43,59,7
39021,1/13/1887,1887,110,43,61,7
39070,2/17/1887,1887,110,43,32,7
39267,6/29/1887,1887,110,43,59,7
39322,8/3/1887,1887,110,43,112,7
39391,9/8/1887,1887,110,43,97,7
40160,10/12/1887,1887,110,43,7,7
40206,11/16/1887,1887,110,43,140,7
40257,12/23/1887,1887,110,43,6,7
40340,2/29/1888,1888,110,43,52,6
40406,4/14/1888,1888,110,43,13,6
40445,5/10/1888,1888,110,43,53,6
40506,6/13/1888,1888,110,43,196,6
40569,7/18/1888,1888,110,43,58,6
40633,8/24/1888,1888,110,43,71,6
40684,9/25/1888,1888,110,43,23,6
40722,10/31/1888,1888,110,43,36,6
40772,12/6/1888,1888,110,43,12,6
40819,1/10/1889,1889,110,43,8,6
40860,2/14/1889,1889,110,43,9,6
40905,3/22/1889,1889,110,43,22,6
40957,4/25/1889,1889,110,43,17,6
41011,5/29/1889,1889,110,43,197,6
41070,7/5/1889,1889,110,43,20,6
41349,3/5/1890,1890,110,43,58,6
41474,6/4/1890,1890,110,43,178,6
41529,7/10/1890,1890,110,43,30,6
41611,9/17/1890,1890,104,43,51,6
41678,11/28/1890,1890,104,43,36,6
41717,2/7/1891,1891,110,43,8,6
41799,4/23/1891,1891,110,43,109,6
41923,7/15/1891,1891,110,43,73,6
41993,8/26/1891,1891,110,43,22,6
42065,10/9/1891,1891,110,43,187,6
42121,11/19/1891,1891,110,43,8,6
42159,12/26/1891,1891,104,43,27,6
42199,3/3/1892,1892,110,43,82,6
42231,4/7/1892,1892,110,43,58,6
42406,1/30/1892,1892,104,43,26,6
42452,5/19/1892,1892,110,43,145,6
42487,6/30/1892,1892,110,43,133,6
42505,8/10/1892,1892,110,43,118,6
7342,6/18/1853,1853,95,44,1,12
7377,4/22/1853,1853,21,45,21,12
30297,12/1/1866,1866,35,45,2,9
33301,2/7/1874,1874,24,45,3,8
7409,8/23/1853,1853,21,46,16,12
7413,8/26/1853,1853,21,47,1,12
10151,9/7/1863,1863,87,47,2,10
10179,11/2/1863,1863,83,47,2,10
10229,3/24/1864,1864,83,47,1,10
10343,9/5/1864,1864,87,47,3,10
10458,6/12/1865,1865,87,47,4,9
10505,8/7/1865,1865,87,47,4,9
10643,11/6/1865,1865,83,47,5,9
30022,1/26/1866,1866,83,47,4,9
30096,5/14/1866,1866,139,47,9,9
30201,8/6/1866,1866,83,47,8,9
7512,9/27/1852,1852,95,48,1,12
7552,10/15/1853,1853,95,49,1,12
7579,9/13/1853,1853,95,50,2,12
7582,9/15/1853,1853,135,51,1,12
7583,9/20/1853,1853,21,52,1,12
10155,9/15/1863,1863,21,52,5,10
10324,8/16/1864,1864,30,52,11,10
10361,10/10/1864,1864,30,52,1,10
10450,5/22/1865,1865,30,52,1,9
10487,7/17/1865,1865,30,52,3,9
10525,8/28/1865,1865,30,52,2,9
30067,4/10/1866,1866,30,52,2,9
33695,12/8/1874,1874,30,52,1,8
15765,1/27/1879,1879,19,52,1,7
7594,11/1/1853,1853,21,53,5,12
7615,11/15/1853,1853,95,54,5,12
7702,9/24/1852,1852,104,55,1,12
7708,1/5/1854,1854,21,56,2,12
7715,1/4/1854,1854,21,57,1,12
9173,1/28/1858,1858,35,57,1,11
7722,1/16/1854,1854,21,58,1,12
8730,9/27/1856,1856,35,58,4,11
7739,2/16/1854,1854,95,59,1,12
8412,5/8/1855,1855,148,59,1,11
7868,5/23/1854,1854,6,60,1,12
8333,12/18/1854,1854,21,61,2,12
8341,12/21/1854,1854,95,62,1,12
8480,8/27/1855,1855,21,63,14,11
8488,9/7/1855,1855,83,64,2,11
8733,9/29/1856,1856,83,64,1,11
8498,9/20/1855,1855,95,65,1,11
8500,9/22/1855,1855,83,66,1,11
8679,7/21/1856,1856,83,66,5,11
10200,1/13/1864,1864,83,66,1,10
33003,7/12/1873,1873,140,66,1,8
33122,9/15/1873,1873,140,66,2,8
33263,12/18/1873,1873,9,66,3,8
33414,5/25/1874,1874,140,66,5,8
33519,8/4/1874,1874,140,66,1,8
8723,9/22/1856,1856,83,67,2,11
9253,7/23/1858,1858,83,67,2,11
9511,11/21/1859,1859,83,67,13,11
9842,8/27/1861,1861,83,67,3,10
10009,10/16/1862,1862,83,67,9,10
8746,10/7/1856,1856,112,68,1,11
8762,10/25/1856,1856,83,69,4,11
8763,10/27/1856,1856,8,70,1,11
8957,6/20/1857,1857,6,70,2,11
8799,12/2/1856,1856,21,71,42,11
9089,10/3/1857,1857,21,71,1,11
8804,12/22/1856,1856,8,72,1,11
901184,7/7/1857,1857,104,72,9,11
8826,1/31/1857,1857,21,73,1,11
8840,2/14/1857,1857,95,74,1,11
8854,3/26/1857,1857,83,75,2,11
9184,4/2/1858,1858,87,75,1,11
9309,10/5/1858,1858,87,75,1,11
9641,8/17/1860,1860,87,75,4,10
9762,4/30/1861,1861,87,75,1,10
9931,3/11/1862,1862,87,75,6,10
9988,9/9/1862,1862,87,75,1,10
10099,6/8/1863,1863,87,75,5,10
10126,7/28/1863,1863,87,75,6,10
10171,10/24/1863,1863,83,75,6,10
10194,12/29/1863,1863,83,75,5,10
10204,1/26/1864,1864,83,75,1,10
32822,3/27/1873,1873,85,75,12,8
32884,5/8/1873,1873,85,75,49,8
32977,6/26/1873,1873,85,75,33,8
33217,11/14/1873,1873,83,75,4,8
33351,4/17/1874,1874,85,75,5,8
33495,7/17/1874,1874,85,75,524,8
33559,9/2/1874,1874,85,75,21,8
33924,10/7/1875,1875,85,75,29,7
34099,6/14/1876,1876,85,75,98,7
34161,8/9/1876,1876,85,75,29,7
34312,3/2/1877,1877,85,75,4,7
34342,4/18/1877,1877,85,75,3,7
34391,6/6/1877,1877,85,75,75,7
34465,8/8/1877,1877,85,75,37,7
37189,3/12/1883,1883,85,75,13,7
37434,7/18/1883,1883,85,75,43,7
37447,6/5/1883,1883,83,75,12,7
37494,10/9/1883,1883,83,75,35,7
37544,11/22/1883,1883,83,75,67,7
80349,4/25/1883,1883,85,75,9,7
37693,4/7/1884,1884,85,75,90,7
37746,5/19/1884,1884,85,75,52,7
37803,6/27/1884,1884,85,75,231,7
37844,8/11/1884,1884,85,75,97,7
37889,9/20/1884,1884,85,75,84,7
37956,11/1/1884,1884,85,75,39,7
38112,3/30/1885,1885,85,75,37,7
38167,5/15/1885,1885,85,75,109,7
38295,8/7/1885,1885,85,75,19,7
38351,9/19/1885,1885,85,75,24,7
38407,10/30/1885,1885,85,75,113,7
80680,6/27/1885,1885,85,75,110,7
38627,4/23/1886,1886,85,75,6,7
38678,5/29/1886,1886,110,75,193,7
38731,7/2/1886,1886,85,75,159,7
38800,8/13/1886,1886,85,75,124,7
38868,9/25/1886,1886,85,75,130,7
38922,10/29/1886,1886,85,75,42,7
39141,4/18/1887,1887,83,75,8,7
39196,5/27/1887,1887,83,75,54,7
39273,7/1/1887,1887,85,75,186,7
39349,8/11/1887,1887,85,75,51,7
40174,10/21/1887,1887,85,75,38,7
40412,4/17/1888,1888,83,75,76,6
40533,6/29/1888,1888,85,75,159,6
40607,8/9/1888,1888,85,75,278,6
40669,9/14/1888,1888,85,75,61,6
40708,10/19/1888,1888,85,75,68,6
40758,11/24/1888,1888,83,75,59,6
40940,4/15/1889,1889,83,75,87,6
41005,5/24/1889,1889,87,75,203,6
41126,8/9/1889,1889,87,75,137,6
41179,9/12/1889,1889,87,75,138,6
41224,10/19/1889,1889,87,75,33,6
41267,11/22/1889,1889,87,75,90,6
60117,6/27/1889,1889,85,75,123,6
8900,5/12/1857,1857,112,76,14,11
8928,5/29/1857,1857,112,77,15,11
8929,5/29/1857,1857,83,78,1,11
9178,2/25/1858,1858,83,78,1,11
9261,7/30/1858,1858,83,78,2,11
9426,6/16/1859,1859,83,78,7,11
9501,11/10/1859,1859,83,78,19,11
10601,6/24/1862,1862,83,78,1,10
8992,7/10/1857,1857,83,79,2,11
9037,8/22/1857,1857,112,80,1,11
9040,8/25/1857,1857,21,81,3,11
9159,12/19/1857,1857,30,81,1,11
9069,9/14/1857,1857,95,82,1,11
43484,2/21/1895,1895,21,82,7,5
9076,9/17/1857,1857,21,83,1,11
9102,10/7/1857,1857,83,84,5,11
9547,3/3/1860,1860,83,84,2,10
9611,7/5/1860,1860,83,84,2,10
9869,10/12/1861,1861,83,84,1,10
10068,4/10/1863,1863,83,84,1,10
9108,10/23/1857,1857,30,85,1,11
9164,12/26/1857,1857,83,86,1,11
9194,5/5/1858,1858,30,87,2,11
9209,5/26/1858,1858,83,88,2,11
9602,6/18/1860,1860,83,88,26,10
9976,6/24/1862,1862,83,88,2,10
10028,12/15/1862,1862,83,88,1,10
30169,7/7/1866,1866,83,88,18,9
9268,8/9/1858,1858,21,89,25,11
9336,12/1/1858,1858,21,89,1,11
9911,1/22/1862,1862,21,89,1,10
10325,8/17/1864,1864,21,89,2,10
30235,9/24/1866,1866,21,89,2,9
9304,9/27/1858,1858,21,90,1,11
10489,7/19/1865,1865,112,90,1,9
32964,6/20/1873,1873,27,90,141,8
9369,3/21/1859,1859,87,91,2,11
9825,7/31/1861,1861,87,91,3,10
9971,5/22/1862,1862,87,91,1,10
9979,7/15/1862,1862,87,91,4,10
10120,7/15/1863,1863,87,91,3,10
10352,9/22/1864,1864,87,91,2,10
10410,1/30/1865,1865,87,91,1,9
10579,10/20/1865,1865,83,91,8,9
30042,3/8/1866,1866,83,91,4,9
30155,6/18/1866,1866,83,91,6,9
30193,7/30/1866,1866,83,91,4,9
30233,9/22/1866,1866,83,91,2,9
9384,4/23/1859,1859,83,92,1,11
9393,5/2/1859,1859,30,93,16,11
9930,3/5/1862,1862,30,93,1,10
10602,6/25/1862,1862,21,93,1,10
10141,8/18/1863,1863,21,93,2,10
10389,11/25/1864,1864,21,93,2,10
10512,8/12/1865,1865,21,93,1,9
10573,10/10/1865,1865,21,93,1,9
30165,7/2/1866,1866,21,93,1,9
30289,11/20/1866,1866,21,93,3,9
32913,5/22/1873,1873,24,93,1,8
33066,8/15/1873,1873,30,93,1,8
16049,12/20/1884,1884,19,93,10,7
38122,4/6/1885,1885,21,93,194,7
9445,7/16/1859,1859,21,94,1,11
33542,8/21/1874,1874,30,94,3,8
34023,3/14/1876,1876,21,94,2,7
34096,6/12/1876,1876,30,94,96,7
34480,8/18/1877,1877,21,94,1,7
34568,11/5/1877,1877,21,94,1,7
34668,2/4/1878,1878,21,94,84,7
35065,1/27/1879,1879,21,94,2,7
35261,6/21/1879,1879,21,94,15,7
35392,9/9/1879,1879,21,94,46,7
35852,11/8/1880,1880,21,94,4,7
60357,3/26/1880,1880,21,94,26,7
60438,9/28/1880,1880,21,94,12,7
15884,9/14/1881,1881,19,94,14,7
15925,6/10/1882,1882,19,94,24,7
15958,3/1/1883,1883,19,94,19,7
15962,4/5/1883,1883,19,94,10,7
15971,5/16/1883,1883,19,94,3,7
15994,3/12/1884,1884,19,94,1,7
16001,4/20/1884,1884,19,94,1,7
37653,3/10/1884,1884,21,94,6,7
37777,6/5/1884,1884,21,94,8,7
38145,5/1/1885,1885,21,94,6,7
38203,6/5/1885,1885,21,94,42,7
16071,1/9/1886,1886,19,94,7,7
38503,1/6/1886,1886,21,94,2,7
38568,3/5/1886,1886,21,94,4,7
16118,4/9/1887,1887,19,94,28,7
16125,5/20/1887,1887,19,94,97,7
16134,6/29/1887,1887,19,94,47,7
16147,9/22/1887,1887,19,94,42,7
16155,11/2/1887,1887,19,94,25,7
16163,12/18/1887,1887,19,94,47,7
16189,5/24/1888,1888,19,94,56,6
16197,7/7/1888,1888,19,94,102,6
16205,8/31/1888,1888,19,94,84,6
16235,4/12/1889,1889,19,94,99,6
16241,5/24/1889,1889,19,94,139,6
16271,11/23/1889,1889,19,94,30,6
16277,1/11/1890,1890,19,94,31,6
16286,4/7/1890,1890,19,94,60,6
41298,1/8/1890,1890,21,94,38,6
41443,5/24/1890,1890,21,94,70,6
42248,4/21/1892,1892,21,94,300,6
43223,8/4/1894,1894,21,94,70,6
43391,12/3/1894,1894,21,94,122,6
43434,1/12/1895,1895,21,94,85,5
43597,6/27/1895,1895,21,94,257,5
9447,7/16/1859,1859,21,95,2,11
9470,8/25/1859,1859,21,96,1,11
10598,6/18/1862,1862,6,96,1,10
9473,9/15/1859,1859,21,97,9,11
9512,11/22/1859,1859,87,98,3,11
9591,5/30/1860,1860,83,98,1,10
9628,7/31/1860,1860,87,98,3,10
9740,2/20/1861,1861,87,98,2,10
9816,7/16/1861,1861,87,98,1,10
9886,11/20/1861,1861,87,98,1,10
10004,10/8/1862,1862,83,98,1,10
10065,3/27/1863,1863,87,98,1,10
10191,12/7/1863,1863,83,98,1,10
10271,6/14/1864,1864,87,98,1,10
10315,8/8/1864,1864,83,98,4,10
10416,2/20/1865,1865,87,98,2,9
10529,9/4/1865,1865,83,98,2,9
30073,4/16/1866,1866,83,98,2,9
30170,7/9/1866,1866,83,98,7,9
30211,8/21/1866,1866,83,98,6,9
30246,10/5/1866,1866,83,98,1,9
18740,12/18/1873,1873,48,98,1,8
32847,4/17/1873,1873,83,98,9,8
32937,6/4/1873,1873,83,98,13,8
33177,10/22/1873,1873,83,98,6,8
9525,12/20/1859,1859,83,99,1,11
10623,8/19/1862,1862,87,99,1,10
10339,8/31/1864,1864,83,99,1,10
32906,5/19/1873,1873,30,99,2,8
32981,6/28/1873,1873,30,99,2,8
33650,10/31/1874,1874,30,99,1,8
33790,4/24/1875,1875,21,99,2,7
33859,7/17/1875,1875,21,99,1,7
33895,8/28/1875,1875,21,99,1,7
34006,2/7/1876,1876,21,99,2,7
34157,8/5/1876,1876,21,99,78,7
34495,8/31/1877,1877,21,99,3,7
34584,11/20/1877,1877,21,99,11,7
34749,4/29/1878,1878,21,99,2,7
34797,6/8/1878,1878,30,99,25,7
34847,7/20/1878,1878,21,99,105,7
34902,8/30/1878,1878,21,99,1,7
34956,10/12/1878,1878,21,99,1,7
35193,5/9/1879,1879,21,99,14,7
35394,9/12/1879,1879,21,99,25,7
35458,10/25/1879,1879,21,99,4,7
35566,1/19/1880,1880,21,99,4,7
35674,5/22/1880,1880,21,99,1,7
35993,3/11/1881,1881,21,99,2,7
36151,7/18/1881,1881,21,99,1,7
36481,3/16/1882,1882,21,99,2,7
36730,7/8/1882,1882,21,99,3,7
37091,1/8/1883,1883,21,99,1,7
37155,2/21/1883,1883,30,99,1,7
37500,10/13/1883,1883,21,99,16,7
37548,11/26/1883,1883,21,99,4,7
37664,3/15/1884,1884,21,99,10,7
37812,7/3/1884,1884,21,99,4,7
37850,8/21/1884,1884,21,99,11,7
37899,9/25/1884,1884,21,99,35,7
37962,11/10/1884,1884,21,99,18,7
38085,3/7/1885,1885,21,99,9,7
38140,4/25/1885,1885,21,99,83,7
38214,6/15/1885,1885,21,99,54,7
38278,7/27/1885,1885,21,99,6,7
38335,9/4/1885,1885,21,99,77,7
38385,10/17/1885,1885,21,99,45,7
38437,11/20/1885,1885,21,99,55,7
38557,3/1/1886,1886,21,99,4,7
16115,3/17/1887,1887,19,99,116,7
16120,4/19/1887,1887,19,99,21,7
16127,5/24/1887,1887,19,99,103,7
16148,9/27/1887,1887,19,99,53,7
16156,11/10/1887,1887,19,99,61,7
16180,4/11/1888,1888,19,99,26,6
16192,6/13/1888,1888,19,99,121,6
16200,7/25/1888,1888,19,99,76,6
16206,9/5/1888,1888,19,99,108,6
16214,11/17/1888,1888,19,99,25,6
16253,5/24/1889,1889,19,99,40,6
9622,7/20/1860,1860,87,100,5,10
9985,8/27/1862,1862,87,100,3,10
10107,6/23/1863,1863,83,100,1,10
10145,8/27/1863,1863,87,100,8,10
10494,7/27/1865,1865,83,100,6,9
10581,10/26/1865,1865,83,100,1,9
30178,7/17/1866,1866,83,100,71,9
30217,8/28/1866,1866,83,100,3,9
30251,10/11/1866,1866,83,100,3,9
30291,11/22/1866,1866,83,100,2,9
33561,9/3/1874,1874,85,100,994,8
9657,9/15/1860,1860,21,101,6,10
9658,9/17/1860,1860,21,102,1,10
9789,6/7/1861,1861,95,103,3,10
9803,6/28/1861,1861,112,104,1,10
10553,9/25/1865,1865,112,104,3,9
9848,9/5/1861,1861,95,105,1,10
9873,10/30/1861,1861,95,106,1,10
9883,11/14/1861,1861,83,107,1,10
10349,9/9/1864,1864,83,107,22,10
10436,5/1/1865,1865,83,107,4,9
9926,2/19/1862,1862,21,108,1,10
15322,6/22/1866,1866,19,108,6,9
9943,4/2/1862,1862,95,109,1,10
9997,9/24/1862,1862,83,110,4,10
30267,10/29/1866,1866,21,110,2,9
30306,12/20/1866,1866,21,110,4,9
33011,7/14/1873,1873,21,110,3,8
33597,9/28/1874,1874,21,110,9,8
33683,11/30/1874,1874,21,110,1,8
10027,12/12/1862,1862,83,111,2,10
10153,9/12/1863,1863,21,111,2,10
33118,9/15/1873,1873,21,111,6,8
10096,6/8/1863,1863,21,112,1,10
10589,10/31/1865,1865,21,112,2,9
10118,7/9/1863,1863,21,113,4,10
10167,10/16/1863,1863,21,114,4,10
10185,11/16/1863,1863,15,115,1,10
30146,6/12/1866,1866,83,115,2,9
10234,4/13/1864,1864,112,116,4,10
10250,5/18/1864,1864,112,117,6,10
10292,7/12/1864,1864,21,118,1,10
10535,9/8/1865,1865,21,118,6,9
45496,6/10/1844,1844,95,119,1,14
45744,9/12/1845,1845,95,119,1,13
10314,8/8/1864,1864,96,119,3,10
12381,12/9/1888,1888,103,119,10,6
12392,5/3/1888,1888,103,119,115,6
12401,7/11/1888,1888,103,119,62,6
12405,8/8/1888,1888,103,119,38,6
12412,9/13/1888,1888,103,119,45,6
12417,11/17/1888,1888,103,119,38,6
12424,1/31/1889,1889,103,119,21,6
12431,3/19/1889,1889,103,119,14,6
12440,4/15/1889,1889,103,119,50,6
12444,5/16/1889,1889,103,119,6,6
12451,6/20/1889,1889,103,119,6,6
12458,7/24/1889,1889,103,119,29,6
12464,8/27/1889,1889,103,119,24,6
12511,7/24/1890,1890,103,119,72,6
10346,9/5/1864,1864,6,120,1,10
10472,6/26/1865,1865,83,121,3,9
30230,9/11/1866,1866,83,121,5,9
33498,7/18/1874,1874,30,121,1,8
33628,10/19/1874,1874,21,121,18,8
33972,12/1/1875,1875,30,121,15,7
34126,7/8/1876,1876,30,121,151,7
34243,11/11/1876,1876,30,121,10,7
34360,5/4/1877,1877,30,121,1,7
34402,6/16/1877,1877,30,121,2,7
34695,3/11/1878,1878,30,121,1,7
34787,6/1/1878,1878,30,121,4,7
35083,2/10/1879,1879,30,121,1,7
35184,5/5/1879,1879,30,121,1,7
35381,9/6/1879,1879,30,121,315,7
35446,10/18/1879,1879,30,121,276,7
35827,10/16/1880,1880,30,121,1,7
60409,7/23/1880,1880,30,121,13,7
36021,4/9/1881,1881,30,121,2,7
36078,5/20/1881,1881,30,121,1,7
60656,12/19/1881,1881,21,121,9,7
36478,3/13/1882,1882,21,121,2,7
37082,1/1/1883,1883,30,121,1,7
37275,4/21/1883,1883,30,121,1,7
37345,5/25/1883,1883,30,121,5,7
37519,10/29/1883,1883,30,121,4,7
37558,12/4/1883,1883,30,121,1,7
37636,2/19/1884,1884,30,121,8,7
37678,3/28/1884,1884,21,121,1,7
37731,5/9/1884,1884,21,121,3,7
37794,6/19/1884,1884,21,121,3,7
37864,9/4/1884,1884,21,121,14,7
37919,10/10/1884,1884,21,121,1,7
37981,11/22/1884,1884,30,121,95,7
38015,12/30/1884,1884,30,121,3,7
39751,7/31/1884,1884,21,121,25,7
38055,2/9/1885,1885,30,121,11,7
38103,3/23/1885,1885,21,121,39,7
38156,5/9/1885,1885,30,121,59,7
10485,7/15/1865,1865,21,122,1,9
10542,9/16/1865,1865,21,122,2,9
30225,9/5/1866,1866,21,122,5,9
10486,7/17/1865,1865,83,123,34,9
10511,8/12/1865,1865,21,124,9,9
10516,8/15/1865,1865,24,125,2,9
30138,6/9/1866,1866,21,125,2,9
10518,8/21/1865,1865,21,126,24,9
10674,12/5/1865,1865,21,126,9,9
10533,9/6/1865,1865,21,127,1,9
