MID,arv_date,arv_yr,routeID,shipID,q_psgrs,avg_crss
37007,11/23/1882,1882,83,284,65,7
37078,12/29/1882,1882,85,284,24,7
37149,2/19/1883,1883,85,284,33,7
37237,4/2/1883,1883,85,284,40,7
37323,5/14/1883,1883,85,284,24,7
37432,7/16/1883,1883,83,284,53,7
37461,8/27/1883,1883,85,284,47,7
37492,10/8/1883,1883,85,284,97,7
37541,11/20/1883,1883,83,284,141,7
37922,10/11/1884,1884,83,284,30,7
37977,11/21/1884,1884,83,284,134,7
32889,5/13/1873,1873,83,285,12,8
32974,6/24/1873,1873,83,285,19,8
35806,9/27/1880,1880,83,285,4,7
60455,11/8/1880,1880,83,285,12,7
36081,5/23/1881,1881,85,285,8,7
36206,8/1/1881,1881,83,285,34,7
60501,4/6/1881,1881,85,285,11,7
60606,9/19/1881,1881,85,285,181,7
60625,11/2/1881,1881,83,285,16,7
60657,12/19/1881,1881,83,285,37,7
36439,2/16/1882,1882,83,285,50,7
36510,3/28/1882,1882,139,285,73,7
36619,5/16/1882,1882,83,285,65,7
36707,6/27/1882,1882,83,285,244,7
36799,8/7/1882,1882,83,285,24,7
36889,9/19/1882,1882,83,285,31,7
36965,11/3/1882,1882,83,285,29,7
37061,12/21/1882,1882,83,285,32,7
37170,3/2/1883,1883,83,285,21,7
32918,5/23/1873,1873,30,286,2,8
33421,5/29/1874,1874,21,286,1,8
33617,10/10/1874,1874,30,286,6,8
33898,9/4/1875,1875,30,286,120,7
33930,10/18/1875,1875,21,286,1,7
34044,4/15/1876,1876,21,286,1,7
34080,5/27/1876,1876,21,286,17,7
34133,7/15/1876,1876,21,286,150,7
34175,8/26/1876,1876,21,286,185,7
34427,7/7/1877,1877,21,286,1,7
34820,6/29/1878,1878,21,286,1,7
34874,8/9/1878,1878,21,286,8,7
34929,9/20/1878,1878,21,286,8,7
35110,3/8/1879,1879,21,286,1,7
35488,11/14/1879,1879,30,286,13,7
35659,5/7/1880,1880,21,286,4,7
35963,2/21/1881,1881,21,286,1,7
36118,6/17/1881,1881,21,286,1,7
36895,9/22/1882,1882,21,286,1,7
36958,10/28/1882,1882,21,286,3,7
37363,6/5/1883,1883,21,286,2,7
37426,7/7/1883,1883,21,286,7,7
37527,11/3/1883,1883,21,286,4,7
37564,12/8/1883,1883,21,286,5,7
37743,5/16/1884,1884,21,286,8,7
37989,11/29/1884,1884,21,286,1,7
38026,1/12/1885,1885,21,286,17,7
38072,2/21/1885,1885,21,286,5,7
38109,3/28/1885,1885,21,286,25,7
38204,6/6/1885,1885,21,286,30,7
38261,7/17/1885,1885,21,286,22,7
38371,10/1/1885,1885,21,286,9,7
38427,11/14/1885,1885,21,286,40,7
38483,12/26/1885,1885,21,286,17,7
16105,11/24/1886,1886,19,286,1,7
38521,1/29/1886,1886,21,286,6,7
38576,3/12/1886,1886,21,286,5,7
38776,7/30/1886,1886,21,286,28,7
16117,3/31/1887,1887,19,286,106,7
16124,5/10/1887,1887,19,286,24,7
16133,6/21/1887,1887,19,286,83,7
16153,10/25/1887,1887,19,286,69,7
39327,8/5/1887,1887,21,286,18,7
16183,4/28/1888,1888,19,286,20,6
16190,5/30/1888,1888,19,286,112,6
16199,7/12/1888,1888,19,286,62,6
16204,8/22/1888,1888,19,286,49,6
16212,10/1/1888,1888,19,286,12,6
16219,11/15/1888,1888,19,286,30,6
16225,1/6/1889,1889,19,286,24,6
16229,2/21/1889,1889,19,286,12,6
16233,4/4/1889,1889,19,286,71,6
16240,5/15/1889,1889,19,286,33,6
16249,6/27/1889,1889,19,286,27,6
16260,9/25/1889,1889,19,286,67,6
16269,11/5/1889,1889,19,286,28,6
16276,12/21/1889,1889,19,286,29,6
16284,3/24/1890,1890,19,286,106,6
16290,4/30/1890,1890,19,286,92,6
16298,6/11/1890,1890,19,286,48,6
16306,7/24/1890,1890,19,286,66,6
41361,3/21/1890,1890,21,286,38,6
32930,5/31/1873,1873,21,287,58,8
15912,3/21/1882,1882,19,287,2,7
36586,5/1/1882,1882,21,287,45,7
16177,3/25/1888,1888,146,287,93,6
32960,6/17/1873,1873,21,288,1,8
15816,8/27/1880,1880,23,288,25,7
15819,10/7/1880,1880,19,288,1,7
15824,11/22/1880,1880,19,288,37,7
15867,7/2/1881,1881,19,288,5,7
15880,8/20/1881,1881,23,288,3,7
15889,10/2/1881,1881,19,288,1,7
15936,8/17/1882,1882,19,288,1,7
15949,11/13/1882,1882,19,288,1,7
36525,4/6/1882,1882,21,288,2,7
15953,1/3/1883,1883,19,288,2,7
16121,4/20/1887,1887,19,288,56,7
16128,6/4/1887,1887,19,288,213,7
32963,6/19/1873,1873,85,289,18,8
33205,11/6/1873,1873,87,289,9,8
33548,8/27/1874,1874,85,289,609,8
33625,10/16/1874,1874,83,289,15,8
33700,12/12/1874,1874,85,289,8,8
33738,2/6/1875,1875,85,289,7,7
33765,3/24/1875,1875,85,289,16,7
33799,5/6/1875,1875,85,289,7,7
33846,7/1/1875,1875,85,289,113,7
33887,8/18/1875,1875,85,289,141,7
34035,3/31/1876,1876,85,289,26,7
34131,7/12/1876,1876,85,289,30,7
34177,8/29/1876,1876,85,289,39,7
34224,10/20/1876,1876,85,289,2,7
34328,3/28/1876,1876,85,289,8,7
34601,12/8/1877,1877,85,289,17,7
21299,9/12/1878,1878,13,289,2,7
34645,1/17/1878,1878,85,289,11,7
34687,2/28/1878,1878,85,289,15,7
35031,12/17/1878,1878,85,289,25,7
35072,2/1/1879,1879,85,289,1,7
35292,7/10/1879,1879,85,289,23,7
60407,7/22/1880,1880,85,289,57,7
60429,9/4/1880,1880,83,289,45,7
60443,10/15/1880,1880,83,289,6,7
60462,12/2/1880,1880,85,289,49,7
60470,1/13/1881,1881,85,289,20,7
60488,3/14/1881,1881,85,289,102,7
60513,4/23/1881,1881,85,289,12,7
60535,6/1/1881,1881,85,289,154,7
60566,7/13/1881,1881,85,289,40,7
60588,8/24/1881,1881,85,289,42,7
60614,10/6/1881,1881,85,289,40,7
60632,11/16/1881,1881,85,289,74,7
60663,12/31/1881,1881,85,289,109,7
36461,2/25/1882,1882,85,289,41,7
36536,4/12/1882,1882,85,289,7,7
36644,5/26/1882,1882,83,289,65,7
36735,7/10/1882,1882,83,289,93,7
36822,8/19/1882,1882,83,289,85,7
36908,9/30/1882,1882,83,289,22,7
36983,11/13/1882,1882,85,289,19,7
37063,12/22/1882,1882,85,289,1,7
32982,6/28/1873,1873,30,291,13,8
15735,2/27/1878,1878,19,291,1,7
41407,4/23/1890,1890,21,291,11,6
32965,6/21/1873,1873,30,292,4,8
33043,8/2/1873,1873,21,292,1,8
33406,5/23/1874,1874,21,292,7,8
33904,9/11/1875,1875,21,292,8,7
34069,5/15/1876,1876,21,292,1,7
34121,7/1/1876,1876,21,292,10,7
34180,8/12/1876,1876,21,292,2,7
34240,11/4/1876,1876,21,292,1,7
34269,12/21/1876,1876,21,292,1,7
34365,5/12/1877,1877,21,292,1,7
34411,6/23/1877,1877,21,292,2,7
35010,11/29/1878,1878,21,292,53,7
35147,4/7/1879,1879,21,292,4,7
35269,6/28/1879,1879,21,292,27,7
35403,9/20/1879,1879,21,292,16,7
60457,11/12/1880,1880,21,292,101,7
36045,4/30/1881,1881,21,292,4,7
36105,6/4/1881,1881,21,292,2,7
36158,7/25/1881,1881,21,292,2,7
36626,5/18/1882,1882,21,292,2,7
36984,11/13/1882,1882,21,292,1,7
37051,12/19/1882,1882,30,292,7,7
37481,9/29/1883,1883,30,292,3,7
37574,12/15/1883,1883,21,292,3,7
37646,3/3/1884,1884,30,292,2,7
37764,5/29/1884,1884,21,292,2,7
37886,9/18/1884,1884,21,292,21,7
38014,12/30/1884,1884,30,292,10,7
39732,7/10/1884,1884,21,292,8,7
39765,8/13/1884,1884,21,292,5,7
38045,2/2/1885,1885,31,292,2,7
38098,3/14/1885,1885,30,292,27,7
38169,5/15/1885,1885,30,292,9,7
38223,6/19/1885,1885,30,292,72,7
38296,8/7/1885,1885,30,292,44,7
38352,9/19/1885,1885,30,292,19,7
38393,10/22/1885,1885,30,292,47,7
38448,11/27/1885,1885,30,292,34,7
38494,1/2/1886,1886,21,292,42,7
38593,3/26/1886,1886,30,292,39,7
38664,5/19/1886,1886,21,292,14,7
38795,8/9/1886,1886,21,292,6,7
38912,10/21/1886,1886,21,292,4,7
16150,10/3/1887,1887,19,292,43,7
16158,11/17/1887,1887,19,292,90,7
40271,12/31/1887,1887,21,292,1,7
16172,2/9/1888,1888,19,292,21,6
16176,3/30/1888,1888,19,292,36,6
16186,5/9/1888,1888,19,292,73,6
16194,6/21/1888,1888,19,292,70,6
16209,9/19/1888,1888,19,292,28,6
16216,10/30/1888,1888,19,292,55,6
16223,12/13/1888,1888,19,292,27,6
16236,4/20/1889,1889,19,292,110,6
16242,5/30/1889,1889,19,292,166,6
16252,7/10/1889,1889,19,292,64,6
16258,9/12/1889,1889,19,292,89,6
16267,10/31/1889,1889,19,292,16,6
16274,12/11/1889,1889,19,292,54,6
41241,10/29/1889,1889,21,292,2,6
16280,2/13/1890,1890,19,292,19,6
16285,3/29/1890,1890,19,292,91,6
16300,6/20/1890,1890,19,292,62,6
16310,8/20/1890,1890,19,292,116,6
33061,8/13/1873,1873,21,293,8,8
33135,9/25/1873,1873,95,294,1,8
33147,9/30/1873,1873,6,295,16,8
33148,9/23/1873,1873,21,296,2,8
33152,10/1/1873,1873,21,297,29,8
33179,10/23/1873,1873,37,298,6,8
32903,5/19/1873,1873,140,299,10,8
33067,8/15/1873,1873,99,299,2,8
33208,11/10/1873,1873,9,299,1,8
33292,1/26/1874,1874,83,300,1,8
33393,5/13/1874,1874,83,300,10,8
33467,6/24/1874,1874,83,300,6,8
33540,8/20/1874,1874,83,300,19,8
33622,10/14/1874,1874,83,300,2,8
33840,6/25/1875,1875,85,300,21,7
33969,11/27/1875,1875,85,300,8,7
34010,2/21/1876,1876,85,300,7,7
34257,12/1/1876,1876,85,300,37,7
34288,1/24/1877,1877,85,300,10,7
34317,3/9/1877,1877,85,300,22,7
34350,4/25/1877,1877,85,300,10,7
34399,6/14/1877,1877,85,300,20,7
34456,8/1/1877,1877,85,300,55,7
34527,9/26/1877,1877,85,300,6,7
34578,11/19/1877,1877,85,300,119,7
34638,1/10/1878,1878,85,300,11,7
34696,3/8/1878,1878,85,300,10,7
34776,5/21/1878,1878,85,300,22,7
34835,7/10/1878,1878,85,300,55,7
34900,8/28/1878,1878,85,300,3,7
34960,10/18/1878,1878,85,300,7,7
35015,12/3/1878,1878,85,300,23,7
35060,1/20/1879,1879,85,300,2,7
35109,3/6/1879,1879,85,300,12,7
35160,4/16/1879,1879,85,300,1,7
35235,6/4/1879,1879,85,300,18,7
35320,7/30/1879,1879,85,300,58,7
35349,8/16/1879,1879,85,300,46,7
35463,10/29/1879,1879,85,300,25,7
35546,12/26/1879,1879,85,300,10,7
60361,4/22/1880,1880,83,300,24,7
60384,6/2/1880,1880,85,300,40,7
60404,7/14/1880,1880,85,300,57,7
60427,9/1/1880,1880,85,300,78,7
60442,10/12/1880,1880,85,300,75,7
60463,12/4/1880,1880,85,300,39,7
60472,1/26/1881,1881,85,300,9,7
60490,3/16/1881,1881,85,300,14,7
60515,4/28/1881,1881,85,300,9,7
60543,6/9/1881,1881,85,300,59,7
60573,7/21/1881,1881,85,300,68,7
60595,8/31/1881,1881,85,300,50,7
80159,10/13/1881,1881,85,300,14,7
36638,5/23/1882,1882,85,300,55,7
36723,7/5/1882,1882,85,300,44,7
36815,8/15/1882,1882,85,300,67,7
36902,9/26/1882,1882,85,300,57,7
33303,2/11/1874,1874,85,301,1,8
33335,4/2/1874,1874,85,301,11,8
33392,5/13/1874,1874,85,301,12,8
33531,8/13/1874,1874,85,301,8,8
33590,9/23/1874,1874,85,301,22,8
33674,11/17/1874,1874,85,301,25,8
33720,1/7/1875,1875,85,301,8,7
33752,3/4/1875,1875,85,301,21,7
33787,4/21/1875,1875,85,301,8,7
33823,6/2/1875,1875,85,301,96,7
33868,7/27/1875,1875,85,301,13,7
33909,9/14/1875,1875,85,301,34,7
33950,11/3/1875,1875,85,301,136,7
33985,12/23/1875,1875,85,301,6,7
34007,2/11/1876,1876,85,301,3,7
34046,4/19/1876,1876,85,301,37,7
34091,6/7/1876,1876,85,301,24,7
34144,7/25/1876,1876,85,301,11,7
34191,9/13/1876,1876,85,301,59,7
34236,11/1/1876,1876,85,301,14,7
34273,12/25/1876,1876,85,301,14,7
34304,2/16/1877,1877,85,301,2,7
34369,5/16/1877,1877,85,301,50,7
34423,7/3/1877,1877,85,301,234,7
34476,8/15/1877,1877,85,301,44,7
34535,10/3/1877,1877,85,301,18,7
34585,11/23/1877,1877,85,301,131,7
34628,1/2/1878,1878,85,301,7,7
34751,4/30/1878,1878,85,301,3,7
34801,6/11/1878,1878,85,301,29,7
34862,7/31/1878,1878,85,301,51,7
34925,9/17/1878,1878,85,301,48,7
34984,11/6/1878,1878,85,301,14,7
12543,3/13/1891,1891,59,301,5,6
41801,4/24/1891,1891,68,301,171,6
33309,2/20/1874,1874,83,302,1,8
33557,9/1/1874,1874,83,302,364,8
33644,10/28/1874,1874,83,302,153,8
33698,12/9/1874,1874,83,302,81,8
33781,4/14/1875,1875,83,302,78,7
33400,5/19/1874,1874,104,303,1,8
35945,1/28/1881,1881,110,303,1,7
39384,9/6/1887,1887,110,303,47,7
33445,6/11/1874,1874,83,304,1,8
33713,12/24/1874,1874,83,304,9,8
33795,4/28/1875,1875,83,304,2,7
34025,3/20/1876,1876,85,304,6,7
34107,6/21/1876,1876,85,304,19,7
34203,9/27/1876,1876,85,304,100,7
34246,11/15/1876,1876,85,304,54,7
34281,1/6/1877,1877,85,304,6,7
34452,7/25/1877,1877,85,304,38,7
34508,9/11/1877,1877,85,304,15,7
34565,11/2/1877,1877,85,304,53,7
34621,12/26/1877,1877,85,304,11,7
34682,2/21/1878,1878,85,304,4,7
34725,4/10/1878,1878,85,304,12,7
34784,5/29/1878,1878,85,304,64,7
34843,7/17/1878,1878,85,304,224,7
34905,9/4/1878,1878,85,304,38,7
34967,10/24/1878,1878,85,304,8,7
35026,12/11/1878,1878,85,304,13,7
35080,2/6/1879,1879,85,304,8,7
35123,3/20/1879,1879,85,304,10,7
35189,5/7/1879,1879,85,304,19,7
35267,6/25/1879,1879,85,304,82,7
35356,8/20/1879,1879,85,304,6,7
35429,10/8/1879,1879,85,304,7,7
35503,11/26/1879,1879,85,304,33,7
60335,1/15/1880,1880,85,304,8,7
60344,2/26/1880,1880,85,304,38,7
60359,4/16/1880,1880,85,304,9,7
60383,5/26/1880,1880,85,304,78,7
60431,9/8/1880,1880,85,304,30,7
60445,10/20/1880,1880,85,304,42,7
60464,12/10/1880,1880,85,304,25,7
36284,10/20/1881,1881,85,304,6,7
60475,2/5/1881,1881,85,304,15,7
60492,3/23/1881,1881,85,304,14,7
60547,6/16/1881,1881,85,304,17,7
60576,7/28/1881,1881,85,304,99,7
60597,9/7/1881,1881,85,304,79,7
36527,4/7/1882,1882,85,304,31,7
36625,5/18/1882,1882,85,304,29,7
36712,6/29/1882,1882,85,304,54,7
36993,11/16/1882,1882,83,304,5,7
80177,2/17/1882,1882,85,304,27,7
37424,7/5/1883,1883,85,304,72,7
37456,8/14/1883,1883,85,304,56,7
37503,10/16/1883,1883,85,304,33,7
37552,11/28/1883,1883,85,304,133,7
37608,1/21/1884,1884,83,304,86,7
37647,3/4/1884,1884,85,304,129,7
37702,4/12/1884,1884,85,304,53,7
37761,5/27/1884,1884,83,304,147,7
37819,7/7/1884,1884,85,304,126,7
37908,10/2/1884,1884,83,304,54,7
37963,11/10/1884,1884,85,304,79,7
60096,8/16/1884,1884,85,304,47,7
38101,3/21/1885,1885,85,304,108,7
38256,7/13/1885,1885,83,304,112,7
38329,8/31/1885,1885,83,304,118,7
38379,10/10/1885,1885,85,304,34,7
38433,11/16/1885,1885,83,304,42,7
60099,1/23/1885,1885,83,304,8,7
60104,4/25/1885,1885,85,304,40,7
38508,1/14/1886,1886,83,304,40,7
38620,4/19/1886,1886,83,304,18,7
38671,5/24/1886,1886,83,304,123,7
38720,6/25/1886,1886,85,304,45,7
38789,8/7/1886,1886,85,304,194,7
38886,10/5/1886,1886,85,304,122,7
60109,3/8/1886,1886,83,304,53,7
39120,3/26/1887,1887,85,304,160,7
39164,5/6/1887,1887,85,304,91,7
39229,6/10/1887,1887,85,304,165,7
39314,7/29/1887,1887,85,304,123,7
40167,10/17/1887,1887,85,304,27,7
40222,11/25/1887,1887,85,304,63,7
40323,2/18/1888,1888,85,304,84,6
40437,5/4/1888,1888,83,304,234,6
33453,6/17/1874,1874,35,305,5,8
33460,6/20/1874,1874,30,306,1,8
18754,3/6/1877,1877,20,306,13,7
18819,4/27/1881,1881,20,306,1,7
33492,7/16/1874,1874,140,307,1,8
33507,7/27/1874,1874,104,308,139,8
33555,8/31/1874,1874,110,308,440,8
33838,6/21/1875,1875,104,308,93,7
34060,5/8/1876,1876,104,308,2,7
34234,10/30/1876,1876,104,308,75,7
34261,12/4/1876,1876,110,308,58,7
34531,10/1/1877,1877,110,308,16,7
35511,11/28/1879,1879,110,308,5,7
35579,2/4/1880,1880,110,308,4,7
35770,8/30/1880,1880,104,308,1,7
80099,10/4/1880,1880,104,308,2,7
35967,2/22/1881,1881,110,308,3,7
36009,3/28/1881,1881,110,308,2,7
36061,5/9/1881,1881,110,308,2,7
60569,7/18/1881,1881,110,308,11,7
60587,8/19/1881,1881,110,308,21,7
36647,5/27/1882,1882,104,308,179,7
36797,8/5/1882,1882,104,308,9,7
37035,12/9/1882,1882,104,308,2,7
37093,1/9/1883,1883,110,308,7,7
37405,6/23/1883,1883,110,308,11,7
37488,10/6/1883,1883,104,308,30,7
37684,3/31/1884,1884,104,308,16,7
37726,5/2/1884,1884,110,308,27,7
37778,6/6/1884,1884,104,308,88,7
37822,7/12/1884,1884,110,308,7,7
37946,10/25/1884,1884,110,308,3,7
38016,12/30/1884,1884,110,308,8,7
38044,8/15/1884,1884,110,308,2,7
80574,9/20/1884,1884,110,308,8,7
38047,2/3/1885,1885,110,308,5,7
38088,3/9/1885,1885,110,308,2,7
38120,4/3/1885,1885,110,308,1,7
38170,5/16/1885,1885,110,308,2,7
38226,6/20/1885,1885,104,308,24,7
38274,7/25/1885,1885,104,308,1,7
38323,8/28/1885,1885,104,308,18,7
38419,11/7/1885,1885,104,308,52,7
38468,12/14/1885,1885,104,308,40,7
38510,1/16/1886,1886,104,308,8,7
38547,2/22/1886,1886,104,308,46,7
38648,5/8/1886,1886,104,308,4,7
38696,6/12/1886,1886,104,308,203,7
38757,7/17/1886,1886,104,308,59,7
38812,8/21/1886,1886,104,308,273,7
38867,9/25/1886,1886,104,308,246,7
38924,10/30/1886,1886,104,308,142,7
38967,12/5/1886,1886,104,308,112,7
60311,3/29/1886,1886,104,308,18,7
39082,2/27/1887,1887,110,308,25,7
39126,4/4/1887,1887,104,308,33,7
39231,6/11/1887,1887,110,308,73,7
39291,7/16/1887,1887,110,308,39,7
39364,8/19/1887,1887,104,308,42,7
39415,9/23/1887,1887,104,308,112,7
40186,10/28/1887,1887,104,308,10,7
40234,12/2/1887,1887,104,308,71,7
40276,1/6/1888,1888,110,308,41,6
40367,3/19/1888,1888,104,308,51,6
40418,4/23/1888,1888,110,308,12,6
40539,7/2/1888,1888,110,308,92,6
40600,8/6/1888,1888,110,308,5,6
40658,9/10/1888,1888,110,308,57,6
40700,10/13/1888,1888,110,308,23,6
40759,11/26/1888,1888,110,308,71,6
40947,4/17/1889,1889,110,308,36,6
40985,5/15/1889,1889,110,308,16,6
41413,4/28/1890,1890,110,308,4,6
41547,7/21/1890,1890,110,308,46,6
41848,5/30/1891,1891,110,308,106,6
33517,8/1/1874,1874,21,309,1,8
33821,5/31/1875,1875,21,309,3,7
33890,8/23/1875,1875,21,309,102,7
33923,10/4/1875,1875,21,309,1,7
33957,11/15/1875,1875,21,309,59,7
34053,5/1/1876,1876,30,309,85,7
34147,7/29/1876,1876,21,309,384,7
34190,9/11/1876,1876,21,309,11,7
34229,10/24/1876,1876,21,309,279,7
34489,8/25/1877,1877,30,309,1,7
34537,10/6/1877,1877,21,309,3,7
34728,4/13/1878,1878,30,309,136,7
34830,7/6/1878,1878,30,309,23,7
34942,9/30/1878,1878,21,309,14,7
34986,11/9/1878,1878,30,309,155,7
35035,12/23/1878,1878,21,309,1,7
35241,6/7/1879,1879,30,309,9,7
35306,7/21/1879,1879,30,309,320,7
35842,10/30/1880,1880,21,309,2,7
36033,4/18/1881,1881,30,309,1,7
36376,1/2/1882,1882,21,309,2,7
36579,4/29/1882,1882,30,309,7,7
33521,8/6/1874,1874,110,310,1,8
33543,8/24/1874,1874,110,311,257,8
33791,4/26/1875,1875,110,311,24,7
34129,7/10/1876,1876,110,311,163,7
34193,9/18/1876,1876,110,311,21,7
34226,10/24/1876,1876,104,311,7,7
34390,6/4/1877,1877,110,311,59,7
34472,8/13/1877,1877,110,311,28,7
34904,9/2/1878,1878,110,311,5,7
34948,10/4/1878,1878,104,311,2,7
35245,6/9/1879,1879,110,311,1,7
35460,10/27/1879,1879,110,311,4,7
35706,6/26/1880,1880,110,311,6,7
35743,8/2/1880,1880,110,311,1,7
35861,11/13/1880,1880,110,311,6,7
80103,10/11/1880,1880,110,311,2,7
80241,3/15/1880,1880,110,311,39,7
60481,3/1/1881,1881,110,311,6,7
80131,4/2/1881,1881,110,311,139,7
80309,10/29/1881,1881,110,311,11,7
80218,10/9/1882,1882,104,311,3,7
37318,5/12/1883,1883,110,311,26,7
37392,6/18/1883,1883,110,311,6,7
37518,10/29/1883,1883,110,311,1,7
37557,12/3/1883,1883,110,311,3,7
37597,1/4/1884,1884,110,311,4,7
37631,2/11/1884,1884,104,311,5,7
37713,4/21/1884,1884,110,311,10,7
37769,6/2/1884,1884,110,311,98,7
37817,7/5/1884,1884,110,311,8,7
37878,9/12/1884,1884,110,311,8,7
37938,10/20/1884,1884,110,311,6,7
39764,8/11/1884,1884,110,311,8,7
80586,11/22/1884,1884,110,311,2,7
38020,1/2/1885,1885,110,311,2,7
38050,2/7/1885,1885,110,311,3,7
38147,5/2/1885,1885,110,311,4,7
38304,8/14/1885,1885,110,311,9,7
38349,9/19/1885,1885,110,311,3,7
80670,6/6/1885,1885,110,311,6,7
80688,7/10/1885,1885,110,311,21,7
80731,10/23/1885,1885,110,311,12,7
80747,11/27/1885,1885,110,311,4,7
38496,1/2/1886,1886,110,311,13,7
38532,2/6/1886,1886,110,311,1,7
38577,3/15/1886,1886,110,311,2,7
38616,4/17/1886,1886,104,311,91,7
38657,5/14/1886,1886,110,311,13,7
38710,6/21/1886,1886,110,311,30,7
38768,7/24/1886,1886,110,311,11,7
38826,8/28/1886,1886,110,311,57,7
38874,10/1/1886,1886,110,311,150,7
38930,11/5/1886,1886,110,311,89,7
38975,12/11/1886,1886,110,311,56,7
39023,1/15/1887,1887,110,311,6,7
39061,2/12/1887,1887,110,311,12,7
39219,6/4/1887,1887,104,311,7,7
39351,8/12/1887,1887,104,311,12,7
40175,10/21/1887,1887,104,311,43,7
40218,11/23/1887,1887,104,311,37,7
40341,3/3/1888,1888,104,311,111,6
40395,4/7/1888,1888,110,311,20,6
40512,6/16/1888,1888,110,311,98,6
40637,8/25/1888,1888,110,311,45,6
40688,9/29/1888,1888,110,311,17,6
40735,11/3/1888,1888,110,311,25,6
40778,12/8/1888,1888,110,311,45,6
40823,1/14/1889,1889,110,311,30,6
40859,2/18/1889,1889,110,311,18,6
40922,3/30/1889,1889,104,311,38,6
41010,5/28/1889,1889,104,311,82,6
41095,7/22/1889,1889,110,311,13,6
41277,12/8/1889,1889,110,311,11,6
41307,1/21/1890,1890,110,311,13,6
41334,2/22/1890,1890,110,311,25,6
41378,4/7/1890,1890,110,311,37,6
41421,5/5/1890,1890,110,311,47,6
41468,6/2/1890,1890,110,311,30,6
41557,8/2/1890,1890,104,311,26,6
41865,6/10/1891,1891,110,311,73,6
42151,12/21/1891,1891,110,311,57,6
42477,6/25/1892,1892,110,311,84,6
42509,8/20/1892,1892,110,311,35,6
42597,12/10/1892,1892,110,311,6,6
60257,7/23/1892,1892,110,311,9,6
33551,8/29/1874,1874,110,312,1,8
35353,8/18/1879,1879,104,312,2,7
33558,9/2/1874,1874,6,313,151,8
33570,9/9/1874,1874,37,314,1,8
33577,9/14/1874,1874,110,315,1,8
34258,12/1/1876,1876,104,315,3,7
34672,2/7/1878,1878,104,315,1,7
34916,9/12/1878,1878,104,315,1,7
35575,1/28/1880,1880,110,315,4,7
35598,3/4/1880,1880,110,315,1,7
35628,4/9/1880,1880,110,315,5,7
35911,12/31/1880,1880,110,315,2,7
36126,6/23/1881,1881,110,315,5,7
36224,9/14/1881,1881,110,315,3,7
36342,12/7/1881,1881,110,315,3,7
60487,3/9/1881,1881,110,315,8,7
60505,4/14/1881,1881,110,315,169,7
36463,3/2/1882,1882,110,315,2,7
36553,4/6/1882,1882,110,315,5,7
36727,7/6/1882,1882,110,315,299,7
36806,8/10/1882,1882,110,315,4,7
12260,8/13/1883,1883,109,315,1,7
33580,9/15/1874,1874,110,316,31,8
33641,10/27/1874,1874,110,316,3,8
33686,12/2/1874,1874,110,316,5,8
33763,3/24/1875,1875,110,316,4,7
33855,7/12/1875,1875,110,316,24,7
33970,11/29/1875,1875,104,316,3,7
34127,7/10/1876,1876,110,316,11,7
34195,9/18/1876,1876,110,316,3,7
34517,9/17/1877,1877,104,316,2,7
34598,12/3/1877,1877,104,316,1,7
34789,6/3/1878,1878,110,316,6,7
34895,8/26/1878,1878,104,316,2,7
35416,9/29/1879,1879,104,316,64,7
35470,11/3/1879,1879,104,316,29,7
35533,12/15/1879,1879,104,316,48,7
60371,5/3/1880,1880,110,316,97,7
60387,6/7/1880,1880,110,316,62,7
60402,7/12/1880,1880,110,316,12,7
60418,8/16/1880,1880,110,316,19,7
60449,10/25/1880,1880,110,316,20,7
80233,2/20/1880,1880,104,316,17,7
60496,3/28/1881,1881,60,316,16,7
60519,5/9/1881,1881,104,316,8,7
60575,7/25/1881,1881,110,316,18,7
60596,9/5/1881,1881,110,316,10,7
60638,11/22/1881,1881,110,316,12,7
36532,4/10/1882,1882,110,316,11,7
36694,6/19/1882,1882,110,316,3,7
36782,7/31/1882,1882,110,316,24,7
36929,10/9/1882,1882,110,316,4,7
36996,11/17/1882,1882,110,316,12,7
37104,1/15/1883,1883,110,316,10,7
37266,4/16/1883,1883,110,316,6,7
37411,6/25/1883,1883,110,316,94,7
37443,7/28/1883,1883,110,316,50,7
37489,10/8/1883,1883,110,316,21,7
80441,11/12/1883,1883,110,316,4,7
37691,4/7/1884,1884,110,316,6,7
37739,5/13/1884,1884,110,316,10,7
37800,6/23/1884,1884,110,316,26,7
39748,7/28/1884,1884,110,316,7,7
38035,1/26/1885,1885,104,316,17,7
38086,3/7/1885,1885,104,316,5,7
38267,7/20/1885,1885,104,316,40,7
38348,9/15/1885,1885,104,316,80,7
38402,10/26/1885,1885,104,316,17,7
38490,12/30/1885,1885,104,316,21,7
38538,2/15/1886,1886,104,316,30,7
38591,3/24/1886,1886,104,316,118,7
38724,6/28/1886,1886,104,316,28,7
38851,9/13/1886,1886,104,316,271,7
38906,10/19/1886,1886,104,316,13,7
38957,11/26/1886,1886,110,316,214,7
39015,1/5/1887,1887,104,316,26,7
39287,7/12/1887,1887,104,316,87,7
40149,10/3/1887,1887,104,316,15,7
40207,11/16/1887,1887,110,316,86,7
40268,12/28/1887,1887,104,316,110,7
40373,3/22/1888,1888,104,316,90,6
40431,4/30/1888,1888,110,316,92,6
40505,6/12/1888,1888,110,316,157,6
40581,7/25/1888,1888,110,316,150,6
40706,10/17/1888,1888,110,316,25,6
40764,11/30/1888,1888,104,316,33,6
